role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M213309,213309,Environmental Consultant,en-MY,MASCO 2020,retained,high,213322,Environmental Consultant,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213310,213310,Environmental Control Officer Grade C9,en-MY,MASCO 2020,retained,high,213301,Environmental Control Officer Grade C41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330,official_source_rights_review_required_for_external_bulk_redistribution
M213401,213401,Biochemist,en-MY,MASCO 2020,retained,high,213402,Biochemist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213402,213402,Endocrinologist,en-MY,MASCO 2020,retained,high,213409,Endocrinologists,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213403,213403,Physiologist,en-MY,MASCO 2020,retained,high,213410,Physiologists,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213404,213404,Pharmacologist,en-MY,MASCO 2020,retained,high,213416,Pharmacologists,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213405,213405,Pathologist,en-MY,MASCO 2020,retained,high,213422,Pathologist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213406,213406,Bio-Fermentation Specialist,en-MY,MASCO 2020,retained,high,213433,Bio-Fermentation Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213407,213407,Bee Cultivation Specialist,en-MY,MASCO 2020,retained,high,213435,Bee Cultivation Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M213408,213408,Embryologist,en-MY,MASCO 2020,retained,high,213436,Embryologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214101,214101,Automation Engineer,en-MY,MASCO 2020,retained,high,214101,Automation Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214102,214102,Robotics Engineer,en-MY,MASCO 2020,retained,high,214102,Robotics Engineer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214103,214103,Industrial Engineer,en-MY,MASCO 2020,retained,high,214103,Industrial Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214104,214104,Communication Analyst,en-MY,MASCO 2020,retained,high,214106,Communication Analyst,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214105,214105,Systems Engineer (except Computers),en-MY,MASCO 2020,retained,high,214110,Systems Engineer (Except Computers),ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331,official_source_rights_review_required_for_external_bulk_redistribution
M214106,214106,Systems Design Engineer (except Computers),en-MY,MASCO 2020,retained,high,214111,Systems Design Engineer (Except Computers),ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214107,214107,Cost Evaluation Engineer,en-MY,MASCO 2020,retained,high,214115,Cost Evaluation Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214108,214108,Industrial and Production Technologist,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M214109,214109,Ceramics Technologist,en-MY,MASCO 2020,retained,high,214120,Ceramics Technologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214110,214110,Photonic Engineer,en-MY,MASCO 2020,retained,high,214142,Photonic Engineer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214111,214111,Scada Engineer,en-MY,MASCO 2020,retained,high,214144,SCADA Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214112,214112,Energy Engineer,en-MY,MASCO 2020,retained,high,214155,Energy Engineer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214113,214113,Renewable Energy Engineer,en-MY,MASCO 2020,retained,high,214156,Renewable Energy Engineer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214114,214114,Environment Engineer,en-MY,MASCO 2020,retained,high,214157,Environment Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214115,214115,Energy Auditor,en-MY,MASCO 2020,retained,high,214159,Energy Auditor,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214116,214116,Materials Engineer,en-MY,MASCO 2020,retained,high,214169,Materials Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332,official_source_rights_review_required_for_external_bulk_redistribution
M214201,214201,Civil Engineering Technologist,en-MY,MASCO 2020,retained,high,214206,Civil Engineering Technologist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214202,214202,Civil Engineer,en-MY,MASCO 2020,retained,high,214207,Civil Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214203,214203,Foundation Engineer,en-MY,MASCO 2020,retained,high,214238,Foundation Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214204,214204,Quantity Surveyor,en-MY,MASCO 2020,retained,high,214248,Quantity Surveyor,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214206,214206,Engineer Grade J9,en-MY,MASCO 2020,retained,high,214202,Engineer Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214207,214207,Quantity Surveyor Grade J9/J10,en-MY,MASCO 2020,retained,high,214245,Quantity Surveyor Grade J41,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214208,214208,Building Surveyor Grade J9/J10,en-MY,MASCO 2020,retained,high,214246,Building Surveyor Grade J41,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333,official_source_rights_review_required_for_external_bulk_redistribution
M214301,214301,Environmental Engineer,en-MY,MASCO 2020,retained,high,214301,Environmental Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214302,214302,Environmental Analyst,en-MY,MASCO 2020,retained,high,214305,Environmental Analyst,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214401,214401,Mechanical Engineer,en-MY,MASCO 2020,retained,high,214402,Mechanical Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214402,214402,Lift Engineer,en-MY,MASCO 2020,retained,high,214404,Lift Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214403,214403,Competent Person (CP) - Internal Combustion Engine Engineer,en-MY,MASCO 2020,retained,medium,214413,Internal Combustion Engine Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214404,214404,Welding Engineer,en-MY,MASCO 2020,retained,high,214436,Welding Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214405,214405,Engineering Technologist,en-MY,MASCO 2020,retained,high,214443,Engineering Technologist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334,official_source_rights_review_required_for_external_bulk_redistribution
M214406,214406,Robotic Technologist,en-MY,MASCO 2020,retained,high,214458,Robotic Technologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214407,214407,Aerospace Engineer,en-MY,MASCO 2020,retained,high,214459,Aerospace Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214408,214408,Mine Ventilation Engineer,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M214501,214501,Chemical Engineer,en-MY,MASCO 2020,retained,high,214503,Chemical Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214601,214601,Mining Engineer,en-MY,MASCO 2020,retained,high,214601,Mining Engineer,ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214602,214602,Petroleum Mining Engineer,en-MY,MASCO 2020,retained,high,214606,Petroleum Mining Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214603,214603,Metallurgist,en-MY,MASCO 2020,retained,high,214609,Metallurgist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214604,214604,Assayer,en-MY,MASCO 2020,retained,high,214616,Assayer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,official_source_rights_review_required_for_external_bulk_redistribution
M214605,214605,Marine Section Leader,en-MY,MASCO 2020,retained,high,214624,Marine Section Leader,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214606,214606,Hydraulics Engineer,en-MY,MASCO 2020,retained,high,214641,Hydraulics Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214607,214607,Water Management Engineer,en-MY,MASCO 2020,retained,high,214642,Water Management Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214608,214608,Pipeline Mechanical Engineer,en-MY,MASCO 2020,retained,high,214645,Pipeline Mechanical Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214609,214609,Pipe Stress Engineer,en-MY,MASCO 2020,retained,high,214648,Pipe Stress Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214610,214610,Blasting Expert (Mine),en-MY,MASCO 2020,retained,medium,214649,Blasting Expert,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214901,214901,Explosive Ordnance Engineer,en-MY,MASCO 2020,retained,high,214901,Explosive Ordnance Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214902,214902,Marine Salvage Engineer,en-MY,MASCO 2020,retained,high,214902,Marine Salvage Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214904,214904,Industrial Health and Safety Engineer,en-MY,MASCO 2020,retained,high,214907,Industrial Health and Safety Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214905,214905,Field Service Engineer,en-MY,MASCO 2020,retained,high,214913,Field Service Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
