role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M252202,252202,Information Technology Support Officer,en-MY,MASCO 2020,retained,high,252208,Information Technology Support Officer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252203,252203,Computer Support Engineer,en-MY,MASCO 2020,retained,high,252214,Computer Support Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252204,252204,Information Technology Technical Specialist,en-MY,MASCO 2020,retained,high,252215,Information Technology Technical Specialist,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252205,252205,Cloud Computing Solution Architect,en-MY,MASCO 2020,retained,high,252222,Cloud Computing Solution Architect,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252209,252209,Geographic Information Systems (GIS) Officer,en-MY,MASCO 2020,retained,high,252238,Geographic Information Systems (GIS) Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252211,252211,Information Technology Officer Grade F9,en-MY,MASCO 2020,retained,high,252201,Information Technology Officer Grade F41,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357,official_source_rights_review_required_for_external_bulk_redistribution
M252301,252301,Network Specialist,en-MY,MASCO 2020,retained,high,252311,Network Specialist,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252401,252401,Data Scientist,en-MY,MASCO 2020,retained,high,252401,Data Scientist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252402,252402,Data Analyst,en-MY,MASCO 2020,retained,high,252403,Data Analyst,ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358,official_source_rights_review_required_for_external_bulk_redistribution
M252403,252403,Data Architect,en-MY,MASCO 2020,retained,high,252406,Data Architect,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253101,253101,Cybersecurity Executive,en-MY,MASCO 2020,retained,high,253102,Cybersecurity Executive,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253102,253102,Digital Forensic Specialist,en-MY,MASCO 2020,retained,high,253103,Digital Forensic Specialist,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253103,253103,Information Security Officer,en-MY,MASCO 2020,retained,high,253120,Information Security Officer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253104,253104,Cybersecurity Analyst,en-MY,MASCO 2020,retained,high,253130,Cybersecurity Analyst,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253105,253105,Test Analyst (Information Technology),en-MY,MASCO 2020,retained,high,253131,Test Analyst (Information Technology),ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253106,253106,Security Infrastructure Engineer,en-MY,MASCO 2020,retained,high,253136,Security Infrastructure Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M253107,253107,Internet Safety Evaluator,en-MY,MASCO 2020,retained,high,253139,Internet Safety Evaluater,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359,official_source_rights_review_required_for_external_bulk_redistribution
M254101,254101,Compositor/Composite Artist,en-MY,MASCO 2020,retained,high,254110,Compositor/Composite artist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254102,254102,Scriptwriter / Screenwriter,en-MY,MASCO 2020,retained,high,254112,Scriptwriter / Screenwriter,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254103,254103,Digital Artist,en-MY,MASCO 2020,retained,high,254116,Digital Artist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254104,254104,Multimedia Designer/Artist/Animator,en-MY,MASCO 2020,retained,medium,254120,Multimedia Artist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254105,254105,Visualization Specialist,en-MY,MASCO 2020,retained,high,254126,Visualization Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254106,254106,Computer Specialist,en-MY,MASCO 2020,retained,high,254127,Computer Specialist,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254107,254107,Story Content Writer,en-MY,MASCO 2020,retained,high,254128,Story Content Writer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254108,254108,3D Generalist,en-MY,MASCO 2020,retained,medium,254206,3D Artist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254201,254201,Game Designer (Digital),en-MY,MASCO 2020,retained,high,254201,Game Designer (Digital),ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254202,254202,QA Tester/Game Tester (Digital),en-MY,MASCO 2020,retained,high,254203,QA Tester/Game Tester (Digital),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254203,254203,Game Producer (Digital),en-MY,MASCO 2020,retained,high,254204,Game Producer (Digital),ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254204,254204,Concept Artist,en-MY,MASCO 2020,retained,high,254209,Concept Artist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254205,254205,Technical Artist,en-MY,MASCO 2020,retained,high,254210,Technical Artist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254206,254206,"Creative, Performing and Media Production Directors",en-MY,MASCO 2020,retained,medium,254211,Art director,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254207,254207,Graphics Programmer,en-MY,MASCO 2020,retained,high,254215,Graphics Programmer,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254208,254208,Graphics Creator,en-MY,MASCO 2020,retained,high,254217,Graphics Creator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254301,254301,Web Designer,en-MY,MASCO 2020,retained,high,254301,Web Designer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254302,254302,Graphics Designer,en-MY,MASCO 2020,retained,high,254302,Graphic Designer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360,official_source_rights_review_required_for_external_bulk_redistribution
M254303,254303,UX Designer (User Experience),en-MY,MASCO 2020,retained,high,254314,UX Designer (User Experience),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361,official_source_rights_review_required_for_external_bulk_redistribution
M254304,254304,Digital Designer,en-MY,MASCO 2020,retained,high,254316,Digital Designer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361,official_source_rights_review_required_for_external_bulk_redistribution
M254305,254305,Creative Team Leader,en-MY,MASCO 2020,retained,high,254317,Creative Team Leader,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361,official_source_rights_review_required_for_external_bulk_redistribution
M254306,254306,Character Rigger,en-MY,MASCO 2020,retained,high,254318,Character Rigger,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361,official_source_rights_review_required_for_external_bulk_redistribution
M261906,261906,Coroner,en-MY,MASCO 2020,retained,high,261907,Coroner,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=362,official_source_rights_review_required_for_external_bulk_redistribution
M282203,282203,Archaeologist,en-MY,MASCO 2020,retained,high,282203,Archaeologist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363,official_source_rights_review_required_for_external_bulk_redistribution
M282204,282204,Geographer,en-MY,MASCO 2020,retained,high,282204,Geographer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363,official_source_rights_review_required_for_external_bulk_redistribution
M282206,282206,Criminologist,en-MY,MASCO 2020,retained,high,282206,Criminologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363,official_source_rights_review_required_for_external_bulk_redistribution
M282401,282401,Clinical Psychologist,en-MY,MASCO 2020,retained,high,282404,Clinical Psychologist,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363,official_source_rights_review_required_for_external_bulk_redistribution
M291602,291602,Industrial Relations Officer Grade S9,en-MY,MASCO 2020,retained,high,291603,Industrial Relations Officer Grade S41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M291606,291606,Maritime Superintendent Officer Grade T8,en-MY,MASCO 2020,retained,high,291608,Maritime Superintendent Officer Grade T13,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311101,311101,Geophysics Technician,en-MY,MASCO 2020,retained,high,311105,Geophysics Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311102,311102,Chemistry Technician,en-MY,MASCO 2020,retained,high,311106,Chemistry Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311103,311103,Physics Science Laboratory Technician,en-MY,MASCO 2020,retained,high,311107,Physics Science Laboratory Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311104,311104,Physical Science Technician,en-MY,MASCO 2020,retained,high,311108,Physical Science Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311105,311105,Chemistry Laboratory Assistant,en-MY,MASCO 2020,retained,high,311110,Chemistry Laboratory Assistant,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311106,311106,Soil Technician,en-MY,MASCO 2020,retained,high,311112,Soil Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311107,311107,Meteorological Technician,en-MY,MASCO 2020,retained,high,311114,Meteorological Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311108,311108,Geological Technician,en-MY,MASCO 2020,retained,high,311116,Geological Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311109,311109,Oceanography Technician,en-MY,MASCO 2020,retained,high,311120,Oceanography Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311110,311110,Slope Monitoring Technician,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M311111,311111,Climate Science Technician,en-MY,MASCO 2020,retained,medium,311125,Climate Service Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311112,311112,Laboratory Technician,en-MY,MASCO 2020,retained,high,311132,Laboratory Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311113,311113,Laboratory Assistant Grade C1,en-MY,MASCO 2020,retained,high,311101,Laboratory Assistant Grade C19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311114,311114,"Research Assistant Grade Q1, Q2, Q3, Q4",en-MY,MASCO 2020,retained,high,311102,Research Assistant Grade Q19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367,official_source_rights_review_required_for_external_bulk_redistribution
M311115,311115,Assistant Meteorological Officer Grade C5,en-MY,MASCO 2020,retained,high,311133,Assistant Meteorological Officer Grade C29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311116,311116,Assistant Science Officer Grade C5,en-MY,MASCO 2020,retained,high,311136,Assistant Scientific Officer Grade C29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311117,311117,Assistant Research Officer Grade Q5,en-MY,MASCO 2020,retained,high,311137,Assistant Research Officer Grade Q29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311201,311201,Civil Engineering Technician,en-MY,MASCO 2020,retained,high,311202,Civil Engineering Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311202,311202,Civil Engineering Estimator,en-MY,MASCO 2020,retained,high,311204,Civil Engineering Estimator,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311203,311203,Engineering Designer,en-MY,MASCO 2020,retained,high,311208,Engineering Designer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311204,311204,Civil Engineering Supervisor,en-MY,MASCO 2020,retained,high,311209,Civil Engineering Supervisor,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311205,311205,Tunnel Boring Machine Technician,en-MY,MASCO 2020,retained,high,311210,Tunnel Boring Machine Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311206,311206,Building Inspector,en-MY,MASCO 2020,retained,high,311211,Building Inspector,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311207,311207,Geotechnical Technician,en-MY,MASCO 2020,retained,high,311212,Geotechnical Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311208,311208,Fire Inspector,en-MY,MASCO 2020,retained,high,311213,Fire Inspector,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311209,311209,Surveying Technician,en-MY,MASCO 2020,retained,high,311214,Surveying Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311211,311211,Process Instrument Technician,en-MY,MASCO 2020,retained,high,311217,Process Instrument Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311212,311212,Assistant Civil Engineer,en-MY,MASCO 2020,retained,high,311225,Assistant Civil Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311213,311213,Operation Technician,en-MY,MASCO 2020,retained,high,311226,Operation Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311214,311214,Green Building Facilities Maintenance Technician,en-MY,MASCO 2020,retained,high,311227,Green Building Facilities Maintenance Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311216,311216,Assistant Engineer Maintenance,en-MY,MASCO 2020,retained,high,311230,Assistant Engineer Maintenance,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311217,311217,Quantity Surveyor Assistant,en-MY,MASCO 2020,retained,high,311233,Quantity Surveyor Assistant,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311219,311219,Assistant Engineer Grade JA5,en-MY,MASCO 2020,retained,high,311219,Assistant Engineer Grade JA29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311220,311220,Assistant Quantity Surveyor Grade JA5,en-MY,MASCO 2020,retained,high,311232,Assistant Quantity Surveyor Grade JA29,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368,official_source_rights_review_required_for_external_bulk_redistribution
M311222,311222,Assistant Building Surveyor Grade J5,en-MY,MASCO 2020,retained,high,311237,Assistant Building Surveyor Grade J29,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311301,311301,Electrical Engineering Technician,en-MY,MASCO 2020,retained,high,311301,Electrical Engineering Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311303,311303,Electrical and Instrument Supervisor,en-MY,MASCO 2020,retained,high,311307,Electrical and Instrument Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311304,311304,Electrical Engineering Estimator,en-MY,MASCO 2020,retained,high,311310,Electrical Engineering Estimator,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311306,311306,Electrical High Voltage Technician,en-MY,MASCO 2020,retained,high,311314,Electrical High Voltage Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311307,311307,Debug Technician,en-MY,MASCO 2020,retained,high,311315,Debug Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311308,311308,Assistant Electrical Engineer,en-MY,MASCO 2020,retained,high,311316,Assistant Electrical Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311401,311401,Electronics Engineering Technician,en-MY,MASCO 2020,retained,high,311401,Electronics Engineering Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311402,311402,Electronics Engineering Estimator,en-MY,MASCO 2020,retained,high,311402,Electronics Engineering Estimator,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311403,311403,Electronics Design Technician,en-MY,MASCO 2020,retained,high,311404,Electronics Design Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311404,311404,Semi-Conductor Technician,en-MY,MASCO 2020,retained,high,351113,Semi-Conductor Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M311501,311501,Mechanical Engineering Technician,en-MY,MASCO 2020,retained,high,311504,Mechanical Engineering Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311502,311502,Mechanical Engineering Assistant,en-MY,MASCO 2020,retained,high,311514,Mechanical Engineering Assistant,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311503,311503,Mechanical Engineering Estimator,en-MY,MASCO 2020,retained,high,311515,Mechanical Engineering Estimator,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311504,311504,Port Master/Dockmaster,en-MY,MASCO 2020,retained,medium,311516,"Dockmaster, Dry Dock",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311505,311505,Hydraulic Hose Technician,en-MY,MASCO 2020,retained,high,311521,Hydraulic Hose Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311506,311506,Mechatronics Technician,en-MY,MASCO 2020,retained,high,311524,Mechatronics Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
