"source_current_role_id","source_current_masco_code","source_current_role_title","status","masco2020_role_ids","d13_esco_code","d13_esco_title","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","source_mapping_relation","source_mapping_confidence"
"M313107","313107","Solar Cell Technician","retained","M313116","7411.1.4","Solar Energy Technician","","","","","partial_proxy","low"
"M313201","313201","Stationary Engine Operator","retained","M313201","3131.3","Power Production Plant Operator","","","","","partial_proxy","low"
"M313301","313301","Chemical Processing Plant Controller / Supervisor","retained","M313302","3133.1","Chemical Processing Plant Controller","","","","","partial_proxy","low"
"M313401","313401","Gas Plant Operator","retained","M313406","3134.2","Gas Processing Plant Operator","","","","","partial_proxy","low"
"M313402","313402","Pumping-Station Petroleum and Natural Gas Operator","retained","M313412","3134.4","Petroleum Pump System Operator","","","","","partial_proxy","low"
"M313403","313403","Refinery Process Technician","retained","M313417","3134.3","Oil Refinery Control Room Operator","","","","3134.3","close_match","medium"
"M313501","313501","Metal Processing Control Operator","retained","M313503","3135.1","Metal Furnace Operator","","","","","broader_proxy","medium"
"M314101","314101","Biological Technician","retained","M314101","3141.2.3","Biology Technician","","","","","partial_proxy","low"
"M314102","314102","Entomological Technician","retained","M314102","3141.2.5","Zoology Technician","","","","","broader_proxy","medium"
"M314103","314103","Botanical Technician","retained","M314104","3141.2.4","Botanical Technician","","","","3141.2.4","close_match","high"
"M314104","314104","Artificial Breeding Technician","retained","M314107","3240.2.1","Animal Artificial Insemination Technician","","","","","partial_proxy","low"
"M314105","314105","Zoological Technician","retained","M314109","3141.2.5","Zoology Technician","","","","3141.2.5","close_match","medium"
"M314201","314201","Soil Science Technician","retained","M314203","3111.14","Soil Surveying Technician","","","","","partial_proxy","low"
"M314202","314202","Horticulture Technician","retained","M314205","3142.1","Agricultural Technician","","","","","partial_proxy","low"
"M314203","314203","Irrigation Technician","retained","M314209","7126.6","Irrigation Technician","","","","","close_match","high"
"M314204","314204","Farming Technician (Animal Production)","excluded_from_active_dataset","","3142.1","Agricultural Technician","","","","","partial_proxy","low"
"M314205","314205","Halal Livestock Production Supervisor","retained","M314218","2132.6","Livestock Advisor","","","","","partial_proxy","low"
"M314206","314206","Assistant Agricultural Officer Grade G5","retained","M314216","3142.1","Agricultural Technician","","","","","close_match","medium"
"M314207","314207","Assistant Land Planning Officer Grade G5","retained","M314217","2164.1","Land Planner","","","","","partial_proxy","low"
"M314208","314208","Land Scheme Supervisor Grade G1","retained","M314221","6111.1","Agronomic Crop Production Team Leader","","","","","partial_proxy","low"
"M314301","314301","Forestry Technician","retained","M314302","3143.1","Forestry Technician","","","","3143.1","close_match","high"
"M314303","314303","Assistant Conservator of Forests Grade G5","retained","M314304","3143.1","Forestry Technician","","","","","broader_proxy","medium"
"M314304","314304","Assistant Wildlife Officer Grade G5","retained","M314305","2133.9","Nature Conservation Officer","","","","","partial_proxy","low"
"M314305","314305","Wildlife Assistant Grade G1","retained","M314306","2133.9","Nature Conservation Officer","","","","","partial_proxy","low"
"M314401","314401","Hatchery Technician","retained","M314401","6221.4","Aquaculture Hatchery Technician","","","","","partial_proxy","low"
"M314402","314402","Hatchery Supervisor","retained","M314402","6221.3","Aquaculture Hatchery Manager","","","","","partial_proxy","low"
"M314403","314403","Fishery Technician","retained","M314403","6221.11","Water-Based Aquaculture Technician","","","","","broader_proxy","medium"
"M314404","314404","Hatchery Assistant","retained","M314404","6221.5","Aquaculture Hatchery Worker","","","","","close_match","medium"
"M314405","314405","Aquaculture Technician","retained","M314405","6221.11","Water-Based Aquaculture Technician","","","","","broader_proxy","medium"
"M314407","314407","Assistant Fisheries Officer Grade G5","retained","M314407","2132.4","Fisheries Adviser","","","","","partial_proxy","low"
"M315101","315101","Air Traffic Safety Technician","retained","M315101","3155.1","Air Traffic Safety Technician","","","","","close_match","high"
"M315102","315102","Aviation Maintenance Technician","retained","M315103","7232.5","Aircraft Maintenance Technician","","","","","close_match","medium"
"M315103","315103","Aircraft Restorer","retained","M315107","7232.5","Aircraft Maintenance Technician","","","","","broader_proxy","medium"
"M315104","315104","Airframe and Power Plant Technician","retained","M315108","7232.5","Aircraft Maintenance Technician","","","","","partial_proxy","low"
"M315105","315105","Rocket Engine Component Technician","retained","M315114","3115.1.1","Aerospace Engineering Technician","","","","","partial_proxy","low"
"M315107","315107","Aircraft Examiner Grade A5, A6","retained","M315115","3154.2","Aviation Inspector","","","","","partial_proxy","low"
"M315108","315108","Assistant Air Traffic Control Officer Grade A5","retained","M315116","3154.1","Air Traffic Controller","","","","","broader_proxy","medium"
"M315201","315201","Berthing Master","retained","M315202","4323.11","Port Coordinator","","","","","partial_proxy","low"
"M315202","315202","Ship Technician","retained","M315206","3115.1.7","Marine Engineering Technician","","","","","partial_proxy","low"
"M315203","315203","Marine Assistant Grade A1","retained","M315201","3343.1","Administrative Assistant","","","","","partial_proxy","low"
"M315204","315204","Assistant Marine Officer Grade A5","retained","M315208","3115.1.9","Marine Surveyor","","","","","partial_proxy","low"
"M315301","315301","Train Technician","retained","M315301","3115.1.18","Rolling Stock Engineering Technician","","","","","broader_proxy","medium"
"M315302","315302","Track Network Technician","retained","M315306","3112.1.10","Rail Maintenance Technician","","","","","broader_proxy","medium"
"M315303","315303","Signalling and Communication Technician","retained","M315307","7421.6","Railway Electronic Technician","","","","","broader_proxy","medium"
"M315401","315401","Motor Vehicle Technician","retained","M315406","7231.10","Vehicle Technician","","","","","partial_proxy","low"
"M315901","315901","Transport/Logistics Supervisor","retained","M315902","1324.3","Logistics and Distribution Manager","","","","","broader_proxy","medium"
"M315902","315902","Green Technology Infrastructure Assistant Facilitator","retained","M315904","2133.15","Environmental Technician","","","","","partial_proxy","low"
"M316101","316101","Nuclear Technician","retained","M316101","3111.10","Nuclear Technician","","","","","close_match","high"
"M321101","321101","Radiographer","retained","M321102","2269.8","Radiographer","","","","","close_match","high"
"M321102","321102","Radiographer Grade U5","retained","M321101","2269.8","Radiographer","","","","","close_match","high"
"M321201","321201","Ecology Technician","retained","M321204","2133.15","Environmental Technician","","","","","broader_proxy","medium"
"M321202","321202","Histology Technician","retained","M321207","2269.12","Anatomical Pathology Technician","","","","","broader_proxy","medium"
"M321203","321203","Cytology Technician","retained","M321208","2269.13.1","Cytotechnologist","","","","","close_match","medium"
"M321204","321204","Physiology Technician","retained","M321209","2269.13","Biomedical Scientist","","","","","partial_proxy","low"
"M321205","321205","Parasitological Assistant","retained","M321212","3212.2","Medical Laboratory Assistant","","","","","partial_proxy","low"
"M321206","321206","Medical Laboratory Technician","retained","M321213","2269.13","Biomedical Scientist","","","","","partial_proxy","low"
"M321207","321207","Surgical Technician","retained","M321214","3259.1","Anaesthetic Technician","","","","","partial_proxy","low"
"M321301","321301","Pharmaceutical Assistant","retained","M321301","3213.1","Pharmacy Assistant","","","","","partial_proxy","low"
"M321302","321302","Pharmacy Aide","retained","M321304","3213.1","Pharmacy Assistant","","","","","partial_proxy","low"
"M321303","321303","Assistant Pharmacy Officer Grade U5","retained","M321305","3213.1","Pharmacy Assistant","","","","","partial_proxy","low"
"M321401","321401","Dental Technician","retained","M321401","2261.4","Dental Technician","","","","","close_match","high"
"M321402","321402","Orthotist","retained","M321404","3214.3","Prosthetist-Orthotist","","","","3214.3","close_match","medium"
"M321501","321501","Prosthetic Technician","retained","M321502","2269.15","Prosthetic-Orthotics Technician","","","","","close_match","medium"
"M321502","321502","Medical Technician Grade U1","retained","M321503","3114.1.5","Medical Device Engineering Technician","","","","","partial_proxy","low"
"M322101","322101","Practical Nurse","retained","M322104","2221.2","Nurse Responsible for General Care","","","","","broader_proxy","medium"
"M322102","322102","Nurse Grade U5","retained","M322101","2221.2","Nurse Responsible for General Care","","","","","broader_proxy","medium"
"M323101","323101","Traditional and Complementary Medicine Associate Professional","excluded_from_active_dataset","","2230.2","Complementary Therapist","","","","","partial_proxy","low"
"M324101","324101","Veterinary Biotech Research Technician","retained","M324103","3141.1","Biotechnical Technician","","","","","broader_proxy","medium"
"M324102","324102","Veterinary Artificial Inseminator","retained","M324107","3240.2.1","Animal Artificial Insemination Technician","","","","","partial_proxy","low"
"M324103","324103","Veterinary Biotech Production Technician","retained","M324108","3141.1","Biotechnical Technician","","","","","broader_proxy","medium"
"M324104","324104","Veterinary Nurse","retained","M324109","3240.2.4","Veterinary Nurse","","","","","close_match","high"
"M324105","324105","Animal Therapist","excluded_from_active_dataset","","2250.4","Animal Therapist","","","","","close_match","high"
"M324107","324107","Assistant Veterinary Officer Grade G5","retained","M324110","3240.2","Veterinary Technician","","","","","broader_proxy","medium"
"M325101","325101","Dental Aide/Assistant","retained","M325105","3251.1","Dental Chairside Assistant","","","","","partial_proxy","low"
"M325102","325102","Dental Hygienist","retained","M325106","2261.3","Dental Hygienist","","","","","close_match","high"
"M325103","325103","Dental Surgery Assistant Grade U1","retained","M325101","3251.1","Dental Chairside Assistant","","","","","partial_proxy","low"
"M325104","325104","Dental Therapist Grade U5","retained","M325107","2261.3","Dental Hygienist","","","","","partial_proxy","low"
"M325301","325301","Community Health Promoter","retained","M325302","3253.1","Community Health Worker","","","","","partial_proxy","low"
"M325302","325302","Village Health Worker","retained","M325304","3253.1","Community Health Worker","","","","","partial_proxy","low"
"M325303","325303","Community Nurse Grade U1","retained","M325305","3253.1","Community Health Worker","","","","","partial_proxy","low"
"M325401","325401","Optician","retained","M226703","3254.1","Optician","","","","3254.1","close_match","high"
"M325501","325501","Massage Therapist","retained","M325505","3255.1","Massage Therapist","","","","3255.1","close_match","high"
"M325502","325502","Physiotherapy Technician","retained","M325506","3255.2","Physiotherapy Assistant","","","","","close_match","medium"
"M325503","325503","Stress Therapist","retained","M282407","2634.2.4","Psychotherapist","","","","","broader_proxy","medium"
"M325601","325601","Medical Laboratory Assistant","retained","M325601","3212.2","Medical Laboratory Assistant","","","","","close_match","high"
"M325602","325602","Hospital Assistant","retained","M325602","5321.1","Healthcare Assistant","","","","","partial_proxy","low"
"M325603","325603","Diagnostic Imaging Equipment Technician","retained","M325606","3114.1.5","Medical Device Engineering Technician","","","","","partial_proxy","low"
"M325604","325604","Sonographer","retained","M325611","2269.8.1","Diagnostic Radiographer","","","","","broader_proxy","medium"
"M325605","325605","Clinical Instructor","retained","M325613","2310.1.28","Nursing Lecturer","","","","","partial_proxy","low"
"M325606","325606","Ophthalmic Assistant","retained","M325614","3256.1","Doctors' Surgery Assistant","","","","3256.1","close_match","medium"
"M325607","325607","Assistant Medical Officer Grade U5","retained","M325615","3258.2","Paramedic in Emergency Responses","","","","","partial_proxy","low"
"M325701","325701","Public Health Unit Inspector","retained","M325703","3257.1","Environmental Health Inspector","","","","","partial_proxy","low"
"M325702","325702","Occupational Safety and Health Inspector","retained","M325705","3257.5","Occupational Health and Safety Inspector","","","","","partial_proxy","low"
"M325703","325703","Product Quality Inspector","retained","M325712","7543.10","Product Quality Inspector","","","","","close_match","high"
"M325704","325704","Water Inspector","retained","M325735","2133.13","Water Quality Analyst","","","","","partial_proxy","low"
"M325705","325705","Mine Safety Inspector","retained","M325736","3117.4","Mine Safety Officer","","","","","close_match","medium"
"M325706","325706","Mine Examiner","retained","M325737","3117.4","Mine Safety Officer","","","","","partial_proxy","low"
"M325707","325707","Assistant Food Technology Officer Grade C5","retained","M325747","3119.5","Food Technician","","","","","close_match","medium"
"M325708","325708","Assistant Environmental Health Officer Grade U5","retained","M325748","3257.1","Environmental Health Inspector","","","","","partial_proxy","low"
"M325709","325709","Assistant Environmental Control Officer Grade C5","retained","M325749","2133.15","Environmental Technician","","","","","partial_proxy","low"
"M325801","325801","Ambulance Officer","retained","M325802","3258.2","Paramedic in Emergency Responses","","","","","broader_proxy","medium"
"M325802","325802","Emergency Paramedic","retained","M325805","3258.2","Paramedic in Emergency Responses","","","","","partial_proxy","low"
"M331401","331401","Assistant Statistics Officer Grade E5","retained","M331401","3314.2","Statistical Assistant","","","","","partial_proxy","low"
"M351101","351101","Computer Technician","retained","M351105","7422.2","Computer Hardware Repair Technician","","","","","close_match","medium"
"M351102","351102","Electronic Data Processing Technician","retained","M351109","3511.1","Data Centre Operator","","","","","broader_proxy","medium"
"M351103","351103","Information Technology Assistant","retained","M351115","3512.4","ICT Technician","","","","","broader_proxy","medium"
"M351104","351104","Computer Console Operator","retained","M351116","3511.1","Data Centre Operator","","","","","broader_proxy","medium"
"M351105","351105","Engineering Assistant (Telecommunications)","retained","M351123","3522.1","Telecommunications Engineering Technician","","","","","broader_proxy","medium"
"M351106","351106","Management Information Systems Supervisor","retained","M351124","2522.1","ICT System Administrator","","","","","broader_proxy","medium"
"M351107","351107","Computer Technician Grade FT1","retained","M351101","7422.2","Computer Hardware Repair Technician","","","","","close_match","medium"
"M351108","351108","Assistant Information Technology Officer Grade FA5","retained","M351125","3512.4","ICT Technician","","","","","broader_proxy","medium"
"M351201","351201","Computer Help Desk Technician","retained","M351201","3512.1","ICT Help Desk Agent","","","","","close_match","medium"
"M351202","351202","Information Technology Technician","retained","M351203","3512.4","ICT Technician","","","","","partial_proxy","low"
"M351203","351203","Computer Assistant","retained","M351206","3512.4","ICT Technician","","","","","broader_proxy","medium"
"M351204","351204","Communications Assistant (ICT)","retained","M351207","3513.2","ICT Network Technician","","","","","broader_proxy","medium"
"M351205","351205","Database Assistant","retained","M351208","2521.1","Database Administrator","","","","","partial_proxy","low"
"M351206","351206","Computer Programming Assistant","retained","M351209","2514.2","ICT Application Developer","","","","","partial_proxy","low"
"M351207","351207","Call Centre Trainer","retained","M351212","2424.2","Corporate Trainer","","","","","broader_proxy","medium"
"M351208","351208","Data Centre Supervisor","retained","M351213","3511.1","Data Centre Operator","","","","","broader_proxy","medium"
"M351209","351209","Technical Support Technician","retained","M351215","3512.4","ICT Technician","","","","","partial_proxy","low"
"M351301","351301","Computer Network Technician","retained","M351301","3513.2","ICT Network Technician","","","","","partial_proxy","low"
"M351302","351302","Network Security Technician (ICT)","retained","M351303","3512.3","ICT Security Technician","","","","","partial_proxy","low"
"M351401","351401","Web Technician","retained","M351402","3514.1","Webmaster","","","","3514.1","close_match","medium"
"M351402","351402","Creative Assistance","excluded_from_active_dataset","","2166.9","Graphic Designer","","","","","partial_proxy","low"
"M352101","352101","Cinematographer","retained","M352102","2654.1.3","Director of Photography","","","","","close_match","medium"
"M352102","352102","Motion Picture Assistant","retained","M352105","3435.2","Assistant Video and Motion Picture Director","","","","","partial_proxy","low"
"M352103","352103","Sound Mixer","retained","M352108","3521.1.10","Sound Operator","","","","","close_match","medium"
"M352104","352104","Ships Radio Officer","retained","M352111","3152.1","Deck Officer","","","","","partial_proxy","low"
"M352105","352105","Broadcast Technician","retained","M352112","3521.2","Broadcast Technician","","","","3521.2","close_match","high"
"M352106","352106","Land-Base Radio Equipment Technician","retained","M352116","7422.4","Radio Technician","","","","","partial_proxy","low"
"M352107","352107","Flight Radio Equipment Technician","retained","M352117","7421.2","Avionics Technician","","","","","partial_proxy","low"
"M352108","352108","Videographer","retained","M352123","3521.1.2","Camera Operator","","","","3521.1.2","close_match","medium"
"M352109","352109","Assistant Telecommunications Engineer","retained","M352124","3522.1","Telecommunications Engineering Technician","","","","","broader_proxy","medium"
"M352111","352111","Audio-Visual Technician Grade N1, N2, N3, N4","retained","M352101","3521.1","Audio-Visual Technician","","","","","close_match","high"
"M352201","352201","Telecommunications Technician","retained","M352204","7422.7","Telecommunications Technician","","","","","close_match","high"
"M363201","363201","Interior Designer","retained","M363202","3432.1","Interior Designer","","","","","close_match","high"
"M363206","363206","Carve Technician","retained","M363221","7317.6","Woodcarver","","","","","partial_proxy","low"
"M363209","363209","Designer Grade B1","retained","M363201","2166.9","Graphic Designer","","","","","broader_proxy","medium"
"M363301","363301","Gallery/Museum Technician","retained","M363304;M363306","2621.3","Conservator","","","","","partial_proxy","low"
"M363302","363302","Library Technician","retained","M363305","4411.1","Library Assistant","","","","","close_match","medium"
"M363401","363401","Stage/Broadcast Production Technician","retained","M363414","3435.25.5","Stage Technician","","","","","partial_proxy","low"
"M411106","411106","Economic Affairs Assistant Grade E1","retained","M411126","3343.1","Administrative Assistant","","","","","partial_proxy","low"
"M413202","413202","Data Entry Clerk","retained","M413209","4132.1","Data Entry Clerk","","","","4132.1","close_match","high"
"M422601","422601","Enumerator/Survey Interviewer","retained","M422602","4227.2","Survey Enumerator","","","","","partial_proxy","low"
"M431101","431101","Auction Clerk","retained","M431112","3339.2","Auctioneer","","","","","partial_proxy","low"
"M431102","431102","Audit Clerk","retained","M431114","4312.1","Auditing Clerk","","","","","close_match","medium"
"M431103","431103","Credit Control Clerk","retained","M431115","4214.1","Debt Collector","","","","","partial_proxy","low"
"M431104","431104","Billing Clerk","retained","M431118","4311.1","Billing Clerk","","","","4311.1","close_match","high"
"M431105","431105","Property Clerk","retained","M431119","4312.6","Property Assistant","","","","","close_match","medium"
"M431106","431106","Cost Clerk","retained","M431120","3313.1","Accounting Assistant","","","","","broader_proxy","medium"
"M431107","431107","Office Cash Clerk","retained","M431123","5230.1","Cashier","","","","","close_match","medium"
"M431108","431108","Energy Audit Assistant Technician","retained","M431132","3112.5","Energy Analyst","","","","","broader_proxy","medium"
"M431109","431109","Compliance Assistant","excluded_from_active_dataset","","4312.1","Auditing Clerk","","","","","partial_proxy","low"
"M431110","431110","Audit Assistant Grade W1","retained","M431126","4312.1","Auditing Clerk","4311.2","4311.2","Sales Support Assistant","4311.2","close_match","medium"
"M431201","431201","Statistical Clerk","retained","M431203","3314.2","Statistical Assistant","","","","","close_match","medium"
"M431204","431204","Finance Clerk","retained","M431215","3313.1","Accounting Assistant","","","","","broader_proxy","medium"
"M431205","431205","Brokerage Clerk","retained","M431217","4312.2.1","Financial Markets Back Office Administrator","","","","4312.2.1","close_match","medium"
"M431206","431206","Insurance Clerk","retained","M431218","4312.4","Insurance Clerk","","","","4312.4","close_match","high"
"M431207","431207","Tax Clerk","retained","M431219","4312.7","Tax Clerk","","","","4312.7","close_match","high"
"M431208","431208","Investment Clerk","retained","M431220","4312.5","Investment Clerk","","","","4312.5","close_match","high"
"M431209","431209","Adjustment Clerk","retained","M431221","3313.1","Accounting Assistant","","","","","broader_proxy","medium"
"M431210","431210","Stockbroker Clerk","retained","M431222","4312.2.1","Financial Markets Back Office Administrator","","","","","broader_proxy","medium"
"M431211","431211","Rating Clerk","retained","M431224","4311.1","Billing Clerk","","","","","partial_proxy","low"
"M431212","431212","Assistant Broker","retained","M431225","4312.2.1","Financial Markets Back Office Administrator","","","","","broader_proxy","medium"
"M431213","431213","Collateral Clerk","retained","M431227","3312.5","Loan Officer","","","","","partial_proxy","low"
"M431214","431214","Mortgage Clerk","retained","M431228","3312.6","Mortgage Loan Underwriter","","","","","partial_proxy","low"
"M431215","431215","Actuarial Assistant","retained","M431233","3314.1","Actuarial Assistant","","","","","close_match","high"
"M431216","431216","E-Commerce Assistant","retained","M522313","5223.4","Sales Assistant","","","","","partial_proxy","low"
"M431217","431217","Leasing Assistant","excluded_from_active_dataset","","4312.6","Property Assistant","","","","","broader_proxy","medium"
"M431218","431218","Administrative Assistant (Finance) Grade W1","retained","M431201","3313.1","Accounting Assistant","","","","","broader_proxy","medium"
"M431219","431219","Statistical Assistant Grade E1","retained","M431231","3314.2","Statistical Assistant","","","","","close_match","high"
"M531204","531204","Vocational Training Assistant Grade DV1","retained","M531208","2320.1","Vocational Teacher","","","","","partial_proxy","low"
"M531205","531205","Vocational Training Assistant Grade DV2","retained","M531210","2320.1","Vocational Teacher","","","","","partial_proxy","low"
"M532106","532106","Public Health Assistant Grade U1","retained","M532102","3253.1","Community Health Worker","","","","","broader_proxy","medium"
"M818202","818202","Competent Person (CP) - Internal Combustion Engine Driver","retained","M818209","3131.3","Power Production Plant Operator","","","","","partial_proxy","low"
"M821101","821101","Assembler","retained","M821101","8211.2","Industrial Machinery Assembler","","","","","partial_proxy","low"
